row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,202405241509_EB_dbgi_002744_01_01.mzML Peak height,
1,198.93997163613483,0.5039581,,,,,,,,,,,460066.62,
2,216.95052903515563,0.5039581,,,,,,,,,,,398230.34,
3,239.96643119838083,0.5039581,,,,,,,,,,,484556.7,
4,241.99944316509058,0.5039581,,,,,,,,,,,1370606.9,
5,265.0153599759864,0.5039581,,,,,,,,,,,453498.3,
6,189.15953456957487,0.5204143,,,,,,,,,,,422906.62,
7,236.90464733889056,0.5429265,,,,,,,,,,,538902.6,
8,320.86596840681625,0.5429265,,,,,,,,,,,1103702.2,
9,336.84341855359116,0.5429265,,,,,,,,,,,388078.3,
10,122.92463011632537,0.561543,,,,,,,,,,,1006575.44,
11,206.88576705646184,0.561543,,,,,,,,,,,1347416.2,
12,208.8837767970577,0.561543,,,,,,,,,,,280461.9,
13,290.8469595936537,0.561543,,,,,,,,,,,2247081.8,
14,292.8449584262683,0.561543,,,,,,,,,,,647115.8,
15,181.9613963080574,0.57314914,,,,,,,,,,,457539.84,
16,251.03048254596226,0.57314914,,,,,,,,,,,752632.3,
17,208.9723751793406,0.5781574,,,,,,,,,,,1176359.5,
18,213.07463418824068,0.5781574,,,,,,,,,,,1819001.2,
19,222.98788608911954,0.5781574,,,,,,,,,,,266838.94,
20,296.0656547893422,0.58960116,,,,,,,,,,,1298999.8,
21,465.04057622081694,0.58960116,,,,,,,,,,,332073.5,
22,145.1698412093245,0.6010198,,,,,,,,,,,345646.2,
23,171.01655185506357,0.6010198,,,,,,,,,,,547323.94,
24,219.02630343393744,0.6010198,,,,,,,,,,,1715601.1,
25,249.0364213483778,0.6010198,,,,,,,,,,,653939.3,
26,323.07352261276554,0.6010198,,,,,,,,,,,321268.78,
27,175.11886545145583,0.612251,,,,,,,,,,,1.6242126E7,
28,214.05866625697544,0.612251,,,,,,,,,,,433166.38,
29,293.0629524325378,0.612251,,,,,,,,,,,985518.1,
30,156.0766852308462,0.62358004,,,,,,,,,,,500750.88,
31,351.0683630121499,0.62358004,,,,,,,,,,,462496.2,
33,381.0790215336932,0.62358004,,,,,,,,,,,1.5830935E7,
35,543.1319912404273,0.62358004,,,,,,,,,,,340314.72,
37,130.0499429141487,0.63482165,,,,,,,,,,,1889517.0,
38,133.0607794917411,0.63482165,,,,,,,,,,,1580153.9,
39,147.07632741795481,0.63482165,,,,,,,,,,,1500571.4,
40,148.06032490044515,0.63482165,,,,,,,,,,,2642667.0,
41,176.10291715476234,0.63482165,,,,,,,,,,,685834.25,
42,258.1097009625975,0.63482165,,,,,,,,,,,1127169.1,
43,263.0160841454492,0.63482165,,,,,,,,,,,631318.8,
44,132.10191568741655,0.646232,,,,,,,,,,,573523.56,
45,174.08725909685475,0.646232,,,,,,,,,,,471240.72,
46,210.94033247523075,0.646232,,,,,,,,,,,456557.0,
47,337.0893435521097,0.646232,,,,,,,,,,,597693.5,
48,198.0970592957112,0.6576382,,,,,,,,,,,292149.44,
49,335.07358079380066,0.6576382,,,,,,,,,,,512595.25,
50,130.0863373230191,0.6690881,,,,,,,,,,,3610843.2,
51,127.0391160863054,0.68063176,,,,,,,,,,,311740.72,
52,325.11257090219596,0.68063176,,,,,,,,,,,428647.34,
53,360.1496490257697,0.68063176,,,,,,,,,,,2192195.2,
54,365.10500493164676,0.68063176,,,,,,,,,,,534450.6,
55,131.15427370296692,0.70562536,,,,,,,,,,,482921.06,
56,146.1650369437576,0.70562536,,,,,,,,,,,347708.44,
57,146.09240088895086,0.75017095,,,,,,,,,,,236072.2,
58,146.11751579630982,0.78050214,,,,,,,,,,,1930840.9,
59,132.13833523977834,0.78744376,,,,,,,,,,,1483742.9,
60,142.08630712737258,0.7976706,,,,,,,,,,,234752.7,
61,129.0184500469593,0.8213912,,,,,,,,,,,490565.84,
62,139.00264301299998,0.8213912,,,,,,,,,,,444427.75,
63,147.02884207298422,0.8213912,,,,,,,,,,,324911.2,
64,175.0237602969054,0.8213912,,,,,,,,,,,802425.3,
65,193.0343527980781,0.8213912,,,,,,,,,,,768197.9,
66,210.06083541559843,0.8213912,,,,,,,,,,,4124285.8,
67,215.01616481140462,0.8213912,,,,,,,,,,,1141662.9,
68,230.9901588903524,0.8213912,,,,,,,,,,,4506507.5,
69,268.94599391025065,0.8213912,,,,,,,,,,,400266.44,
70,437.9728599964412,0.8213912,,,,,,,,,,,300241.62,
71,158.11761868952078,0.8300516,,,,,,,,,,,390474.22,
72,332.13391410288335,0.85532224,,,,,,,,,,,219052.12,
73,130.05010264915614,0.8717367,,,,,,,,,,,437905.03,
74,277.06841448443964,0.8989345,,,,,,,,,,,228529.55,
75,146.16525320726944,0.90644485,,,,,,,,,,,236759.0,
76,182.08130748993477,0.917947,,,,,,,,,,,1018902.7,
77,132.10205963509773,1.1236893,,,,,,,,,,,649099.4,
78,241.15467041125086,1.1385432,,,,,,,,,,,212075.05,
79,213.0749304503135,1.3115735,,,,,,,,,,,272584.66,
80,296.06600867984304,1.3115735,,,,,,,,,,,603134.94,
81,291.08413290912114,1.3503815,,,,,,,,,,,325701.1,
82,151.07543084108286,1.3757771,,,,,,,,,,,581969.44,
83,387.1052981097347,1.3757771,,,,,,,,,,,1649968.5,
84,364.1601788216048,1.4102186,,,,,,,,,,,276246.84,
85,303.08412714034773,1.4295893,,,,,,,,,,,391338.06,
86,341.0642246038804,1.4295893,,,,,,,,,,,261742.06,
87,403.1002203290504,1.4384685,,,,,,,,,,,404128.97,
88,382.17077360725045,1.4495975,,,,,,,,,,,442963.72,
89,293.10195622649303,1.4606391,,,,,,,,,,,808564.9,
90,329.12318155216104,1.4606391,,,,,,,,,,,1757265.0,
91,347.13377391336104,1.4606391,,,,,,,,,,,402355.84,
94,388.0907121468751,1.4606391,,,,,,,,,,,382788.2,
95,415.1083602118833,1.4606391,,,,,,,,,,,484892.28,
96,531.182077036658,1.4606391,,,,,,,,,,,319998.56,
97,121.06510661307591,1.471364,,,,,,,,,,,2724418.0,
98,131.04933492753804,1.471364,,,,,,,,,,,1764023.6,
100,167.0703664631176,1.471364,,,,,,,,,,,2639130.8,
101,311.11259914650736,1.471364,,,,,,,,,,,2978841.0,
102,346.1500325627813,1.471364,,,,,,,,,,,520552.22,
103,364.16043149975116,1.471364,,,,,,,,,,,1.780599E7,
104,369.11584865875,1.471364,,,,,,,,,,,2746689.2,
105,385.0897235854896,1.471364,,,,,,,,,,,3.0815844E7,
107,147.04417964399332,1.4825306,,,,,,,,,,,429114.34,
108,392.19150133942014,1.4825306,,,,,,,,,,,543468.44,
109,133.06090089775788,1.4953139,,,,,,,,,,,376660.53,
110,175.1190696682103,1.4953139,,,,,,,,,,,3069319.2,
111,130.05010556464964,1.501918,,,,,,,,,,,321750.44,
112,148.06051806651038,1.5123054,,,,,,,,,,,430718.06,
113,381.0795234806268,1.5123054,,,,,,,,,,,1618305.6,
114,231.02672682898918,1.5232323,,,,,,,,,,,539560.56,
115,268.98246596853784,1.5232323,,,,,,,,,,,716833.8,
116,258.1100847194946,1.5303074,,,,,,,,,,,345919.47,
117,360.1501562643297,1.5303074,,,,,,,,,,,915259.75,
118,305.0999168676814,1.548476,,,,,,,,,,,209857.34,
119,120.08109794278137,1.5740676,,,,,,,,,,,526387.8,
120,130.08648902437383,1.5740676,,,,,,,,,,,358948.75,
121,166.08642138563425,1.5740676,,,,,,,,,,,3840391.2,
122,362.1084924763961,1.595184,,,,,,,,,,,728589.06,
123,383.03775669543717,1.595184,,,,,,,,,,,373371.7,
124,401.0847831566932,1.6248965,,,,,,,,,,,227999.95,
125,385.0900123841049,1.6373276,,,,,,,,,,,2782177.0,
126,392.1919022708691,1.6373276,,,,,,,,,,,244906.9,
127,334.1499503817157,1.6579691,,,,,,,,,,,241368.66,
128,355.07987008530637,1.6579691,,,,,,,,,,,414106.12,
129,171.06545230846163,1.7211165,,,,,,,,,,,532022.1,
130,350.1452630793229,1.7211165,,,,,,,,,,,529861.7,
131,355.10055112829156,1.7211165,,,,,,,,,,,304910.72,
132,371.0745652690421,1.7211165,,,,,,,,,,,1928266.6,
133,121.06523477374223,1.7256665,,,,,,,,,,,247550.08,
135,167.07054991603698,1.7256665,,,,,,,,,,,339185.03,
136,311.11278503373524,1.7256665,,,,,,,,,,,368530.34,
137,364.1606302099575,1.7256665,,,,,,,,,,,2225477.2,
138,378.1764502095283,1.7256665,,,,,,,,,,,464099.1,
139,399.10582322695615,1.7256665,,,,,,,,,,,268838.56,
140,220.11813862241016,1.734775,,,,,,,,,,,579616.7,
141,369.11614125691443,1.734775,,,,,,,,,,,630446.94,
142,121.06482418719335,1.772112,,,,,,,,,,,2288536.5,
144,159.04377090690605,1.772112,,,,,,,,,,,291085.34,
145,167.06999917300917,1.772112,,,,,,,,,,,3305464.2,
146,177.05429927719334,1.772112,,,,,,,,,,,8779568.0,
147,195.0648892343201,1.772112,,,,,,,,,,,1.5201008E7,
148,213.07529502444885,1.772112,,,,,,,,,,,4592025.5,
149,218.08068553619518,1.772112,,,,,,,,,,,255311.08,
150,339.10665625943255,1.772112,,,,,,,,,,,346916.03,
151,357.11729156011717,1.772112,,,,,,,,,,,677028.56,
152,375.12779558526563,1.772112,,,,,,,,,,,3206026.8,
153,382.17013279965147,1.772112,,,,,,,,,,,962153.56,
154,392.1543899593266,1.772112,,,,,,,,,,,1.645278E7,
155,397.10971747706765,1.772112,,,,,,,,,,,3167241.5,
156,403.09929739967197,1.772112,,,,,,,,,,,546359.4,
157,413.0835461277266,1.772112,,,,,,,,,,,7088133.0,
160,318.15400903934045,1.7981431,,,,,,,,,,,447972.56,
161,339.08347982667453,1.7981431,,,,,,,,,,,250563.92,
163,123.08062397448064,1.8293866,,,,,,,,,,,476935.62,
164,133.0649015628241,1.8293866,,,,,,,,,,,500892.4,
165,151.07533801642595,1.8293866,,,,,,,,,,,1889108.2,
166,169.0858594975949,1.8293866,,,,,,,,,,,745082.4,
167,366.17585639049014,1.8293866,,,,,,,,,,,5304259.5,
168,371.13107769120927,1.8293866,,,,,,,,,,,920345.9,
169,167.07030522674432,1.8415763,,,,,,,,,,,529689.44,
170,364.1602139409949,1.8415763,,,,,,,,,,,1181918.8,
171,369.1152190121701,1.8415763,,,,,,,,,,,318586.12,
172,385.08909251985926,1.8415763,,,,,,,,,,,907470.94,
173,229.10706056353797,1.8760155,,,,,,,,,,,298226.62,
174,408.18643964741983,1.8760155,,,,,,,,,,,1788387.2,
175,413.14162986693185,1.8760155,,,,,,,,,,,641960.2,
176,429.1158408479679,1.8760155,,,,,,,,,,,2232194.2,
177,436.21764967993175,1.8760155,,,,,,,,,,,421781.5,
178,366.17633391686127,1.8909093,,,,,,,,,,,375249.94,
179,375.1281192794428,1.8909093,,,,,,,,,,,238038.72,
180,394.1709443633195,1.9655128,,,,,,,,,,,474093.1,
181,221.08095580441875,1.9775378,,,,,,,,,,,404730.94,
182,418.1709595483489,1.9775378,,,,,,,,,,,1083833.5,
183,439.100271132656,1.9775378,,,,,,,,,,,289580.16,
184,298.0968121616958,1.9941459,,,,,,,,,,,1104308.8,
185,480.207519432117,1.9986959,,,,,,,,,,,1041706.6,
186,485.16275551480027,1.9986959,,,,,,,,,,,230075.14,
187,501.136967725072,1.9986959,,,,,,,,,,,357176.72,
188,188.07065523990104,2.0191083,,,,,,,,,,,1906164.8,
189,205.09722488220024,2.0191083,,,,,,,,,,,2986084.2,
190,227.09124752691096,2.0657537,,,,,,,,,,,448156.28,
191,427.0997652749149,2.0657537,,,,,,,,,,,236669.94,
192,318.15466811096496,2.084035,,,,,,,,,,,1995122.6,
193,323.1098634524944,2.084035,,,,,,,,,,,388379.16,
194,339.0840325022845,2.084035,,,,,,,,,,,942139.8,
195,199.06008084936795,2.0989077,,,,,,,,,,,334378.34,
196,399.0687150061979,2.0989077,,,,,,,,,,,242426.3,
197,471.1262970433112,2.1656282,,,,,,,,,,,347789.47,
198,131.0492228782493,2.1787302,,,,,,,,,,,208462.95,
199,360.1657753857421,2.1787302,,,,,,,,,,,815044.9,
200,365.1213047309282,2.1787302,,,,,,,,,,,382751.06,
201,381.0951281212654,2.1787302,,,,,,,,,,,379597.72,
202,296.17026264410873,2.1957133,,,,,,,,,,,417770.28,
203,301.12567331528106,2.1957133,,,,,,,,,,,638715.8,
204,317.0996078859218,2.1957133,,,,,,,,,,,714923.2,
205,324.2014242230302,2.1957133,,,,,,,,,,,680768.56,
206,346.14960144116884,2.1957133,,,,,,,,,,,407600.12,
207,450.19705774868817,2.2151258,,,,,,,,,,,740163.7,
208,455.15251366647885,2.2151258,,,,,,,,,,,227668.4,
209,420.1501867912377,2.2374692,,,,,,,,,,,637986.44,
210,454.24357441388867,2.277271,,,,,,,,,,,1191484.4,
211,194.10245345413753,2.2966669,,,,,,,,,,,240863.22,
212,199.0577303879994,2.2966669,,,,,,,,,,,671178.94,
213,406.05562026864175,2.2966669,,,,,,,,,,,245021.69,
214,360.12923151552116,2.313198,,,,,,,,,,,497632.2,
215,193.08612219685298,2.3224437,,,,,,,,,,,258233.28,
216,390.1765680179118,2.3224437,,,,,,,,,,,325389.88,
217,395.1314643022171,2.3224437,,,,,,,,,,,402893.56,
218,411.10515849379226,2.3224437,,,,,,,,,,,268457.66,
219,418.2073121776166,2.3224437,,,,,,,,,,,269072.94,
220,373.18364400250033,2.3406582,,,,,,,,,,,286031.97,
221,344.13422340819795,2.3648312,,,,,,,,,,,3843098.8,
222,349.08950559077664,2.3648312,,,,,,,,,,,540072.0,
223,365.06361871308525,2.3648312,,,,,,,,,,,459151.66,
224,372.1654763080419,2.3648312,,,,,,,,,,,284349.66,
225,439.1576888325575,2.3768435,,,,,,,,,,,250799.9,
226,325.1496905142578,2.3947308,,,,,,,,,,,261596.64,
227,342.17632507154303,2.3947308,,,,,,,,,,,1546721.5,
228,347.1316081904709,2.3947308,,,,,,,,,,,473493.8,
229,392.1919399575062,2.4102037,,,,,,,,,,,274071.62,
230,397.14731617731445,2.4102037,,,,,,,,,,,375106.94,
231,420.22316022040417,2.4102037,,,,,,,,,,,258980.36,
232,175.14834084742972,2.4177265,,,,,,,,,,,328899.3,
233,227.09144340329902,2.4222848,,,,,,,,,,,200020.14,
234,418.17112971425206,2.4583616,,,,,,,,,,,420401.66,
235,221.0809343502988,2.4629116,,,,,,,,,,,235776.47,
236,504.1716065732636,2.4629116,,,,,,,,,,,312062.38,
237,398.20226865549245,2.516807,,,,,,,,,,,329916.12,
238,177.05482252608127,2.52713,,,,,,,,,,,292036.84,
239,195.06543309812224,2.52713,,,,,,,,,,,440474.8,
240,374.1450736280834,2.52713,,,,,,,,,,,725454.3,
241,434.16623066879947,2.52713,,,,,,,,,,,802777.0,
242,439.1215827294994,2.52713,,,,,,,,,,,630150.44,
243,219.10193412726775,2.5452318,,,,,,,,,,,197443.78,
244,420.18738948749046,2.5452318,,,,,,,,,,,1.6252735E7,
246,425.14235024252184,2.5452318,,,,,,,,,,,2992704.5,
247,441.1161147540352,2.5452318,,,,,,,,,,,848651.1,
248,448.21824925821306,2.5452318,,,,,,,,,,,1131406.8,
251,225.07597099338201,2.5587215,,,,,,,,,,,385272.06,
252,167.07036828289316,2.5711753,,,,,,,,,,,1896849.2,
253,329.12323447184554,2.5711753,,,,,,,,,,,795008.75,
254,424.181512204427,2.5711753,,,,,,,,,,,2725233.2,
255,429.136935602269,2.5711753,,,,,,,,,,,1970312.9,
256,445.1108684588261,2.5711753,,,,,,,,,,,320618.22,
257,452.21275981431836,2.5711753,,,,,,,,,,,893887.94,
259,404.1560758483249,2.5953338,,,,,,,,,,,568387.06,
260,338.1814693692279,2.6008399,,,,,,,,,,,606124.56,
261,461.1997381140212,2.6008399,,,,,,,,,,,355909.16,
263,441.1162166781655,2.607821,,,,,,,,,,,492078.06,
264,448.21822525407407,2.607821,,,,,,,,,,,739537.2,
265,556.2393505853648,2.623921,,,,,,,,,,,410151.34,
266,561.1948604311574,2.623921,,,,,,,,,,,278397.5,
267,344.1705430545342,2.6330833,,,,,,,,,,,229119.19,
268,380.19171571266304,2.6330833,,,,,,,,,,,322830.0,
269,385.14708110392047,2.6330833,,,,,,,,,,,563849.1,
270,376.1966882118808,2.6450813,,,,,,,,,,,252832.55,
271,283.0812349792875,2.6496353,,,,,,,,,,,360001.7,
272,360.1659067088235,2.6604497,,,,,,,,,,,217012.4,
273,404.1552462907765,2.6604497,,,,,,,,,,,376165.38,
274,409.1106125522828,2.6604497,,,,,,,,,,,249598.44,
275,461.19944350661086,2.6762688,,,,,,,,,,,289239.38,
276,434.27509784530014,2.6838162,,,,,,,,,,,444710.66,
278,227.16422611612464,2.6883686,,,,,,,,,,,278479.7,
279,406.24378447414495,2.6883686,,,,,,,,,,,490961.2,
280,411.19912896160884,2.6883686,,,,,,,,,,,634384.25,
282,413.1413164613369,2.7163806,,,,,,,,,,,4158852.8,
283,429.11512705909513,2.7163806,,,,,,,,,,,555342.8,
284,436.21724208388923,2.7163806,,,,,,,,,,,1662472.2,
285,151.03902316507276,2.740343,,,,,,,,,,,270551.9,
286,163.03882657687177,2.740343,,,,,,,,,,,2026004.0,
287,169.04938672513305,2.740343,,,,,,,,,,,381048.84,
288,181.04935187343494,2.740343,,,,,,,,,,,541797.5,
289,313.0914676230922,2.740343,,,,,,,,,,,836118.0,
290,325.0914576389247,2.740343,,,,,,,,,,,820718.4,
291,400.21750859139576,2.740343,,,,,,,,,,,1197175.5,
292,700.2809843682496,2.752772,,,,,,,,,,,269451.44,
293,137.05991776702584,2.7816596,,,,,,,,,,,740911.9,
294,195.10185419434316,2.7816596,,,,,,,,,,,242300.22,
295,374.18175496036537,2.7816596,,,,,,,,,,,1.3191268E7,
297,379.13660513843877,2.7816596,,,,,,,,,,,3993668.8,
298,395.1106496682269,2.7816596,,,,,,,,,,,606931.5,
299,402.212446054022,2.7816596,,,,,,,,,,,2605162.8,
300,400.21776237973694,2.811824,,,,,,,,,,,2603524.5,
303,405.1730059100379,2.816376,,,,,,,,,,,597486.0,
304,126.09152410790388,2.8520925,,,,,,,,,,,451479.72,
305,625.1398118399202,2.861188,,,,,,,,,,,1334212.1,
306,147.04407767261014,2.8656213,,,,,,,,,,,2899116.0,
308,150.06295861351785,2.8656213,,,,,,,,,,,199853.88,
309,309.0966843578489,2.8656213,,,,,,,,,,,1603903.8,
310,327.1073294233961,2.8656213,,,,,,,,,,,271588.38,
311,457.14929057607253,2.8656213,,,,,,,,,,,298497.56,
312,672.2497825162617,2.8656213,,,,,,,,,,,1299535.4,
313,677.2048840009267,2.8656213,,,,,,,,,,,628605.75,
314,434.20253008160176,2.899271,,,,,,,,,,,628384.7,
315,439.15793908541787,2.899271,,,,,,,,,,,348575.2,
316,461.1996411254995,2.899271,,,,,,,,,,,267053.6,
317,660.3074879233305,2.9141462,,,,,,,,,,,332554.7,
318,665.2628455469787,2.9141462,,,,,,,,,,,244708.34,
320,533.2206479701738,2.931796,,,,,,,,,,,363969.66,
322,177.05467335009615,2.9599104,,,,,,,,,,,1198896.9,
323,195.0652861394113,2.9599104,,,,,,,,,,,284174.7,
324,339.10759362664385,2.9599104,,,,,,,,,,,403968.56,
327,393.1755049435337,2.9644604,,,,,,,,,,,430011.3,
328,410.2022424489695,2.9644604,,,,,,,,,,,309050.88,
329,412.2178258477972,2.9644604,,,,,,,,,,,1028565.8,
330,415.15766163114824,2.9644604,,,,,,,,,,,580723.06,
331,434.2021316193694,2.9644604,,,,,,,,,,,2299192.8,
332,439.1574366685305,2.9644604,,,,,,,,,,,746826.4,
333,163.03895937535188,2.9769728,,,,,,,,,,,624099.3,
334,181.04949047347807,2.9769728,,,,,,,,,,,164397.22,
335,325.0916670647868,2.9769728,,,,,,,,,,,293672.8,
336,492.24364939300796,2.9769728,,,,,,,,,,,283635.97,
337,151.0753692247552,2.9894226,,,,,,,,,,,387302.03,
338,147.04407150077466,3.000206,,,,,,,,,,,500991.94,
339,309.09673456071795,3.000206,,,,,,,,,,,238178.69,
340,313.0916857139636,3.000206,,,,,,,,,,,324873.97,
341,581.150108482389,3.000206,,,,,,,,,,,1303620.2,
342,219.10155035660304,3.0111392,,,,,,,,,,,321699.9,
343,540.2440395611392,3.0111392,,,,,,,,,,,486865.56,
344,457.2407741292407,3.0248995,,,,,,,,,,,525600.5,
345,181.12231614154595,3.0415287,,,,,,,,,,,585689.3,
346,404.15546762121613,3.0415287,,,,,,,,,,,419439.72,
347,412.2178906696497,3.053545,,,,,,,,,,,1810391.2,
348,417.1731674829006,3.053545,,,,,,,,,,,602904.5,
349,595.1657451521688,3.0717473,,,,,,,,,,,370192.44,
350,364.19662146570977,3.0809305,,,,,,,,,,,552037.44,
351,369.1520610645596,3.0809305,,,,,,,,,,,567934.06,
352,541.1914713070984,3.0963614,,,,,,,,,,,298415.62,
353,563.1738215939225,3.0963614,,,,,,,,,,,637423.5,
354,195.06526053377638,3.1122012,,,,,,,,,,,1441804.0,
355,177.05470392431633,3.1213489,,,,,,,,,,,6006862.0,
356,207.06520840341625,3.1213489,,,,,,,,,,,524742.1,
357,339.10749407268105,3.1213489,,,,,,,,,,,1740072.0,
359,505.17031873904114,3.1213489,,,,,,,,,,,319590.03,
360,545.1630707173312,3.1213489,,,,,,,,,,,1030855.75,
361,487.2149298946454,3.1349988,,,,,,,,,,,350902.3,
363,449.1082625796955,3.155709,,,,,,,,,,,1959265.0,
364,463.0874199229638,3.155709,,,,,,,,,,,4639873.5,
365,788.297521709192,3.155709,,,,,,,,,,,4199032.5,
