	feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	score_input	libname	short_inchikey	structure_smiles_2D	structure_molecular_formula	adduct	structure_exact_mass	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	otl_organism_otol_species	lowest_matched_taxon	score_taxo	score_max_consistency	final_score	rank_final
36808	615	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	19.0	0.2996476	ISDB	XHUGGGNADRQBIR	CC(=O)C1CCC23C=CC(C)(CCC2C1(C)CC(=O)O)C3	C18H26O3		290.188194692	Terpenoids	Diterpenoids	Secokaurane diterpenoids	['Verbascum bombyciferum']	['Lamiales']	5	1	6.698590397834778	1
36707	611	25	Terpenoids	0.5	Fatty Acids and Conjugates	0.5	Hydroxy fatty acids	0.5	12.0	0.49502176	ISDB	DSXFEBWYDMBLBH	COc1cc2c(cc1C)C(O)C(O)CC2C	C13H18O3		222.125594436	Terpenoids			['Verbascum bombyciferum']	['Streptophyta']	4	1	6.480087041854858	1
36626	609	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	15.0	0.28812563	ISDB	XHUGGGNADRQBIR	CC(=O)C1CCC23C=CC(C)(CCC2C1(C)CC(=O)O)C3	C18H26O3		290.188194692	Terpenoids	Diterpenoids	Secokaurane diterpenoids	['Verbascum bombyciferum']	['Lamiales']	5	1	6.652502536773682	1
36597	608	18	Shikimates and Phenylpropanoids	0.3333333333333333	Lignans	0.3333333333333333	Flavones	0.3333333333333333	3.0	0.69505644	ISDB	OJUFMXZXXZASBJ	COc1cc(C2Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3OC2CO)ccc1O	C25H20O9		464.11073222	Shikimates and Phenylpropanoids	Flavonoids	Flavones	['Verbascum bombyciferum']	['Lamiales']	5	3	9.28022575378418	1
36498	607	-1							2.0	0.50799	ISDB	LLUGDEYQSVTJSI	Cc1cc2c(cc1O)C=C1CCC(O)C(C)(C)C1CC2	C18H24O2		272.177630008	Terpenoids	Diterpenoids	Abeoabietane diterpenoids	['Verbascum bombyciferum']	['Streptophyta']	4	0	6.0319600105285645	1
36396	603	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	3.0	0.70790976	ISDB	IUFQXXXVUIYVOZ	CC1=COC(=O)C2C(C)CCCC12	C11H16O2		180.115029752	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Lamiales']	5	3	9.331639051437378	1
36353	596	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	8.0	0.6558305	ISDB	VFNUNYPYULIJSN	CC(C)c1ccc(C(C)C)c(O)c1	C12H18O		178.135765196	Terpenoids	Monoterpenoids	Menthane monoterpenoids	['Verbascum bombyciferum']	['Lamiales']	5	2	8.623322010040283	1
33019	592	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	129.0	0.58137536	ISDB	FRMCCTDTYSRUBE	C=C1CCC2C(C3C1CCC3(C)O)C2(C)C	C15H24O		220.182715388	Terpenoids	Sesquiterpenoids	Aromadendrane sesquiterpenoids	['Verbascum bombyciferum']	['Scrophulariaceae']	6	1	8.825501441955566	1
32085	591	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	4.0	0.6817367	ISDB	LVIDDMJSLAVTSZ	Cc1ccc(C(C)C)c2c1CCC(C)C2	C15H22		202.172150704	Terpenoids	Sesquiterpenoids	Cadinane sesquiterpenoids	['Verbascum bombyciferum']	['Lamiales']	5	1	8.226946830749512	1
31151	584	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	2.0	0.7067185	ISDB	LVIDDMJSLAVTSZ	Cc1ccc(C(C)C)c2c1CCC(C)C2	C15H22		202.172150704	Terpenoids	Sesquiterpenoids	Cadinane sesquiterpenoids	['Verbascum bombyciferum']	['Lamiales']	5	1	8.326874017715454	1
31149	575	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	VELYAQRXBJLJAK	CC1(O)CC(O)C2C=COC(OC3OC(CO)C(O)C(O)C3O)C21	C15H24O9	pos_1_1proton1ethylamine	348.142032348	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
31120	567	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	3.0	0.6423032	ISDB	XSNMUAUBDFNEIO	COc1cnc(C(C)CO)c2[nH]c3ccccc3c12	C15H16N2O2		256.121177752	Alkaloids	Tryptophan alkaloids	Carboline alkaloids	['Verbascum bombyciferum']	['Streptophyta']	4	0	6.569212913513184	1
31073	564	-1							1.0	0.76089346	ISDB	YYBMBBAPYWDAJX	Cn1c(=O)c2c(c3cccc(O)c31)OC(C)(C)C=C2	C15H15NO3		257.10519334	Alkaloids	Anthranilic acid alkaloids	Quinoline alkaloids	['Verbascum bombyciferum']	['Streptophyta']	4	0	7.04357385635376	1
30917	562	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	4.0	0.4302406	ISDB	POIARNZEYGURDG	CC=CC(=O)C1=C(C)C=CCC1(C)C	C13H18O		190.135765196	Terpenoids	Apocarotenoids	Apocarotenoids (β-)	['Verbascum bombyciferum']	['Lamiales']	5	1	7.220962405204773	1
30914	560	24	Alkaloids	0.5					1.0	0.5082922	ISDB	TVKRNRXCYDYICD	CCCC(C)(O)C1CC(C)CC2(CN3CCCC3C(C)(O)C2O)O1	C19H35NO4		341.2566086	Alkaloids			['Verbascum bombyciferum']	['Eukaryota']	1	1	3.5331687927246094	1
30871	554	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	9.0	0.6347421	ISDB	VFNUNYPYULIJSN	CC(C)c1ccc(C(C)C)c(O)c1	C12H18O		178.135765196	Terpenoids	Monoterpenoids	Menthane monoterpenoids	['Verbascum bombyciferum']	['Lamiales']	5	2	8.538968324661255	1
30844	533	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.60980004	ISDB	KVRQQFBSAHPTAB	C=C(C(=O)OC1OC(CO)C(O)C(O)C1O)C(O)CO	C11H18O9		294.095082156	Fatty acids	Fatty acyl glycosides	Fatty acyl glycosides of mono- and disaccharides	['Verbascum bombyciferum']	['Streptophyta']	4	0	6.439200162887573	1
28459	528	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	10.0	0.66470593	ISDB	PDEQKAVEYSOLJX	CC(=CCCC1(C)C2CC3C(C2)C31C)CO	C15H24O		220.182715388	Terpenoids	Monoterpenoids	Camphane monoterpenoids	['Verbascum bombyciferum']	['Lamiales']	5	2	8.658823728561401	1
27520	527	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	3.0	0.7243688	ISDB	LVIDDMJSLAVTSZ	Cc1ccc(C(C)C)c2c1CCC(C)C2	C15H22		202.172150704	Terpenoids	Sesquiterpenoids	Cadinane sesquiterpenoids	['Verbascum bombyciferum']	['Lamiales']	5	1	8.397475242614746	1
27283	524	-1							3.0	0.6149146	ISDB	TYFZMRKBYCICTC	OCc1cc(O)c(O)cc1CC1(O)COc2cc(O)ccc21	C16H16O6		304.094688232	Shikimates and Phenylpropanoids			['Verbascum bombyciferum']	['Streptophyta']	4	0	6.45965838432312	1
27241	522	10	Terpenoids	0.3333333333333333	Sesquiterpenoids	0.16666666666666666	Bisabolane sesquiterpenoids	0.16666666666666666	2.0	0.27298456	ISDB	IMKHDCBNRDRUEB	CC1(C)CCCC2(C)OC(=O)C=C12	C11H16O2		180.115029752	Terpenoids	Apocarotenoids	Apocarotenoids (β-)	['Verbascum bombyciferum']	['Lamiales']	5	1	6.591938257217407	1
27239	512	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.7554507	ISDB	DBULDXXXNYFHIC	Cc1cccc2oc(=O)cc(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)c12	C22H28O12		484.1580763359999	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	['Verbascum bombyciferum']	['Streptophyta']	4	0	7.02180290222168	1
27236	510	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	2.0	0.6910637	ISDB	BNOTVQGTWXPTHW	COC(=O)CC(OC(=O)C=Cc1ccc(O)c(OC)c1)C(=O)OC	C16H18O8		338.100167536	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	['Verbascum bombyciferum']	['Streptophyta']	4	0	6.764254808425903	1
25920	508	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.6203618	ISDB	KSEBMYQBYZTDHS	COc1cc(C=CC(=O)O)ccc1O	C10H10O4		194.0579088	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	['Verbascum bombyciferum']	['Scrophulariaceae']	6	0	8.481447219848633	1
25918	503	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	XUWSHXDEJOOIND	CC1(O)CC(O)C2(O)C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C15H24O10	pos_1_1proton1ethylamine	364.136946968	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
23542	494	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	7.0	0.66518545	ISDB	PDEQKAVEYSOLJX	CC(=CCCC1(C)C2CC3C(C2)C31C)CO	C15H24O		220.182715388	Terpenoids	Monoterpenoids	Camphane monoterpenoids	['Verbascum bombyciferum']	['Lamiales']	5	2	8.660741806030273	1
23382	490	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	4.0	0.40015104	ISDB	POIARNZEYGURDG	CC=CC(=O)C1=C(C)C=CCC1(C)C	C13H18O		190.135765196	Terpenoids	Apocarotenoids	Apocarotenoids (β-)	['Verbascum bombyciferum']	['Lamiales']	5	1	7.100604176521301	1
23380	487	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.6945449	ISDB	BNOTVQGTWXPTHW	COC(=O)CC(OC(=O)C=Cc1ccc(O)c(OC)c1)C(=O)OC	C16H18O8		338.100167536	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	['Verbascum bombyciferum']	['Streptophyta']	4	0	6.77817964553833	1
23378	484	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	2.0	0.32029325	ISDB	XRIDGQVLGQMCMX	COc1cc(C=CC(=O)OCC2OC(=O)CC2O)ccc1O	C15H16O7		308.089602852	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	['Verbascum bombyciferum']	['Streptophyta']	4	0	5.28117299079895	1
23149	477	3	Shikimates and Phenylpropanoids	0.1111111111111111	Isoflavonoids	0.1111111111111111	Isoflavanones	0.1111111111111111	1.0	0.40451452	ISDB	LBQIJVLKGVZRIW	CC1(C)C=Cc2c(ccc3c2OCC(c2ccc(O)cc2O)C3)O1	C20H20O4		324.13615911999995	Shikimates and Phenylpropanoids	Isoflavonoids	Isoflavanones	['Verbascum bombyciferum']	['Streptophyta']	4	3	7.118058085441589	1
23147	474	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	2.0	0.20218845	ISDB	PAPGAOZQPFDLRG	CC1(C2CCC(=O)O2)Oc2cc(CO)cc(O)c2C(=O)C1O	C15H16O7		308.0896028519999	Polyketides	Chromanes	Chromones	['Verbascum bombyciferum']	['Eukaryota']	1	0	1.808753788471222	1
23145	469	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	KVRQGMOSZKPBNS	CC1(OC(=O)C=Cc2ccccc2)CC(O)C2(O)C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C24H30O11	pos_1_1sodium	494.17881178	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
23143	468	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.0	MS1_match	KVRQGMOSZKPBNS	CC1(OC(=O)C=Cc2ccccc2)CC(O)C2(O)C=COC(OC3OC(CO)C(O)C(O)C3O)C12	C24H30O11	pos_1_1proton1ammonium	494.17881178	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Verbascum bombyciferum']	8	3	9.5	1
22973	460	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	3.0	0.5368054	ISDB	GZARMOBQFMOKEQ	CC(=O)c1ccc2c(c1)CC(C1(C)CO1)O2	C13H14O3		218.094294308	Terpenoids	Meroterpenoids		['Verbascum bombyciferum']	['Streptophyta']	4	1	6.647221565246582	1
22467	457	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	4.0	0.54765284	ISDB	AUJXJFHANFIVKH	COC(=O)C=Cc1ccc(O)c(OC)c1	C11H12O4		208.073558864	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	['Verbascum bombyciferum']	['Scrophulariaceae']	6	0	8.190611362457275	1
22038	456	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	20.0	0.31112286	ISDB	VCHHFAUHGLYASU	Cc1cc(O)c(C(C)C)c(C(C)C)c1	C13H20O		192.15141526	Terpenoids	Monoterpenoids	Menthane monoterpenoids	['Verbascum bombyciferum']	['Lamiales']	5	2	7.244491457939148	1
21865	453	11	Alkaloids	0.5	Lysine alkaloids	0.5	Indolizidine alkaloids	0.5	6.0	0.7288825	ISDB	CLJMUGBMMVBGHE	O=C(O)C1CN2C(CO)C(O)C(O)C(O)C2N1	C9H16N2O6		248.100836232	Alkaloids	Lysine alkaloids	Indolizidine alkaloids	['Verbascum bombyciferum']	['Lamiales']	5	3	9.41552996635437	1
21248	452	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	2.0	0.6406075	ISDB	DKZBBWMURDFHNE	COc1cc(C=CC=O)ccc1O	C10H10O3		178.06299418	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	['Verbascum bombyciferum']	['Scrophulariaceae']	6	0	8.562429904937744	1
21229	451	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.8458019	ISDB	OIIJXQMSEYQDDI	Cc1ccc(C)c2c1CCCC2C	C13H18		174.140850576	Terpenoids	Sesquiterpenoids	Cadinane sesquiterpenoids	['Verbascum bombyciferum']	['Streptophyta']	4	1	7.883207559585571	1
21227	446	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.7635759	ISDB	DBULDXXXNYFHIC	Cc1cccc2oc(=O)cc(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)c12	C22H28O12		484.1580763359999	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	['Verbascum bombyciferum']	['Streptophyta']	4	0	7.0543036460876465	1
21224	445	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	2.0	0.69897187	ISDB	BNOTVQGTWXPTHW	COC(=O)CC(OC(=O)C=Cc1ccc(O)c(OC)c1)C(=O)OC	C16H18O8		338.100167536	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	['Verbascum bombyciferum']	['Streptophyta']	4	0	6.795887470245361	1
19759	443	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.65538704	ISDB	KSEBMYQBYZTDHS	COc1cc(C=CC(=O)O)ccc1O	C10H10O4		194.0579088	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	['Verbascum bombyciferum']	['Scrophulariaceae']	6	0	8.621548175811768	1
19747	432	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	3.0	0.35530108	ISDB	ZFNVDHOSLNRHNN	CC(C=O)Cc1ccc(C(C)C)cc1	C13H18O		190.135765196	Terpenoids	Monoterpenoids	Menthane monoterpenoids	['Verbascum bombyciferum']	['Streptophyta']	4	2	6.421204328536987	1
19741	424	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	2.0	0.24150586	ISDB	XRIDGQVLGQMCMX	COc1cc(C=CC(=O)OCC2OC(=O)CC2O)ccc1O	C15H16O7		308.089602852	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	['Verbascum bombyciferum']	['Streptophyta']	4	0	4.9660234451293945	1
19453	423	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	40.0	0.3518844	ISDB	CKLJWMXFSCHRER	COC1OC=C(C=O)C2CCC(C)C12	C11H16O3		196.109944372	Terpenoids	Monoterpenoids	Iridoids monoterpenoids	['Verbascum bombyciferum']	['Lamiales']	5	3	7.907537579536438	1
19017	422	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	3.0	0.65480304	ISDB	VEPJYMZVLHBTJT	CC1CCC=C2C(=O)C=CC(O)C21	C11H14O2		178.099379688	Terpenoids			['Verbascum bombyciferum']	['Lamiales']	5	1	8.11921215057373	1
18987	419	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	2.0	0.25856566	ISDB	SZOPSAFLRCYJCX	CC1=CC(=O)CC(C)(C)C1C=CC(C)OC1OC(CO)C(O)C(O)C1O	C19H30O7		370.1991532999999	Terpenoids	Apocarotenoids	Megastigmanes	['Verbascum bombyciferum']	['Lamiales']	5	1	6.534262657165527	1
18968	408	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	1.0	0.8257188	ISDB	YUDPTGPSBJVHCN	Cc1cc(=O)oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc12	C16H18O8		338.100167536	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	['Verbascum bombyciferum']	['Streptophyta']	4	0	7.302875280380249	1
18913	406	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	3.0	0.37355876	ISDB	UYGBSRJODQHNLQ	Cc1cc(C=O)cc(C)c1O	C9H10O2		150.06807956	Terpenoids			['Verbascum bombyciferum']	['Lamiales']	5	1	6.994235038757324	1
18757	405	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	9.0	0.4615807	ISDB	ZGQPPXFOPXPHJR	CC(=O)c1cc(O)c2c(c1)C=CC(C)(C)O2	C13H14O3		218.094294308	Terpenoids	Meroterpenoids	Merohemiterpenoids	['Verbascum bombyciferum']	['Streptophyta']	4	1	6.346322774887085	1
18748	398	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	2.0	0.8863487	ISDB	YHDXKMHPOOQARK	CC1OC(OCC2OC(Oc3ccc4ccc(=O)oc4c3)C(O)C(O)C2O)C(O)C(O)C1O	C21H26O12		470.142426272	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	['Verbascum bombyciferum']	['Streptophyta']	4	0	7.5453948974609375	1
18707	397	1	Terpenoids	0.23097112860892388	Monoterpenoids	0.12860892388451445	Iridoids monoterpenoids	0.08661417322834646	2.0	0.9413301	ISDB	VPAOSFFTKWUGAD	O=c1ccc2ccc(OC3OC(CO)C(O)C(O)C3O)cc2o1	C15H16O8		324.084517472	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	['Verbascum bombyciferum']	['Streptophyta']	4	0	7.765320301055908	1
